Random Item Generation By Treasure Level 1 - 6								
								
Item #	Pic File	1	2	3	4	5	6	
1592	Placeholder	0	0	0	0	0	0	_quest/misc790
1593	Placeholder	0	0	0	0	0	0	_quest/misc791
1594	Placeholder	0	0	0	0	0	0	_quest/misc792
1595	Placeholder	0	0	0	0	0	0	_quest/misc793
1596	Placeholder	0	0	0	0	0	0	_quest/misc794
1597	Placeholder	0	0	0	0	0	0	_quest/misc795
1598	Placeholder	0	0	0	0	0	0	_quest/misc796
1599	Placeholder	0	0	0	0	0	0	_quest/misc797
1600	Placeholder	0	0	0	0	0	0	_quest/misc798
1601	Placeholder	0	0	0	0	0	0	_quest/misc799
1602	Placeholder	0	0	0	0	0	0	
1603	lsword1	3	7	3	0	0	0	Longsword
1604	lsword2	0	5	7	3	0	0	Warrior Sword
1605	lsword3	0	0	10	5	2	0	Crusader Sword
1606	lsword4	0	0	0	10	5	2	Champion Sword
1607	lsword5	0	0	0	0	0	5	Lionheart Sword
1608	2hsword1	2	7	3	0	0	0	Two-Handed Sword
1609	2hsword2	0	0	10	5	2	0	Great Sword
1610	2hsword3	0	0	0	5	7	5	Heroic Sword
1611	brsword1	2	7	3	0	0	0	Broadsword
1612	brsword2	0	0	10	5	2	0	Steel Broadsword
1613	brsword3	0	0	0	5	7	5	Mighty Broadsword
1614	cutlass1	2	7	3	0	0	0	Cutlass
1615	cutlass2	0	0	10	5	2	0	Pirate Cutlass
1616	cutlass3	0	0	0	0	0	5	Master Cutlass
1617	dagger1	3	7	3	0	0	0	Dagger
1618	dagger2	0	10	5	2	0	0	Blood Dagger
1619	dagger3	0	0	5	7	3	0	Shadow Dagger
1620	dagger4	0	0	0	5	7	3	Mage Dagger
1621	dagger5	0	0	0	2	6	7	Jeweled Dagger
1622	ldagger1	2	7	3	0	0	0	Long Dagger
1623	ldagger2	0	0	10	5	2	0	Piercing Dagger
1624	ldagger3	0	0	0	0	0	5	Divine Dagger
1625	axe1	3	7	3	0	0	0	Hand Axe
1626	axe2	0	5	7	3	0	0	Battle Axe
1627	axe3	0	0	5	7	3	0	War Axe
1628	axe4	0	0	2	8	4	0	Dwarven Axe
1629	axe5	0	0	0	0	10	6	Supreme Axe
1630	2haxe1	2	7	3	0	0	0	Poleax
1631	2haxe2	0	0	10	5	2	0	Heavy Poleax
1632	2haxe3	0	0	0	10	5	0	Grand Poleax
1633	spear1	3	7	3	0	0	0	Spear
1634	spear2	0	10	5	2	0	0	Stout Spear
1635	spear3	0	2	8	4	0	0	Serpent Spear
1636	spear4	0	0	2	8	4	0	Savage Spear
1637	spear5	0	0	0	0	10	6	Sacred Spear
1638	halberd1	2	7	3	0	0	0	Halberd
1639	halberd3	0	5	7	3	0	0	Massive Halberd
1640	halberd2	0	0	0	10	5	0	Elite Halberd
1641	trident1	2	7	3	0	0	0	Trident
1642	trident2	0	0	5	7	3	0	Ornate Trident
1643	trident3	0	0	0	5	7	5	Titanic Trident
1644	bow1	3	7	3	0	0	0	Longbow
1645	bow2	0	10	5	2	0	0	Elven Bow
1646	bow3	0	0	5	7	3	0	Precision Bow
1647	bow4	0	0	2	8	4	0	Magic Bow
1648	bow5	0	0	0	0	0	5	Stellar Bow
1649	crsbow1	5	5	2	0	0	0	Crossbow
1650	crsbow2	0	5	7	3	0	0	Accurate Crossbow
1651	crsbow3	0	0	0	10	5	0	True Crossbow
1652	mace1	5	5	2	0	0	0	Mace
1653	mace2	2	8	4	0	0	0	Wicked Mace
1654	mace3	0	0	10	5	2	0	Thunder Mace
1655	mace4	0	0	10	5	2	0	Wonder Mace
1656	mace5	0	0	0	2	6	7	Death Mace
1657	hammer1	5	5	2	0	0	0	Hammer
1658	hammer2	0	5	7	3	0	0	Dark Hammer
1659	hammer3	0	0	0	0	10	10	Holy Hammer
1660	club1	10	5	2	0	0	0	Club
1661	club2	5	0	2	2	0	0	Spiked Club
1662	club3	0	5	5	5	10	0	Killer Club
1663	staff1	5	5	2	0	0	0	Staff
1664	staff2	0	5	7	3	0	0	Emerald Staff
1665	staff3	0	0	0	0	10	10	Power Staff
1666	raygun1	0	0	0	0	0	0	Blaster
1667	raygun2	0	0	0	0	0	0	Blaster Rifle
1668	6leather1	25	35	0	0	0	0	Leather Armor
1669	6leather2	0	20	32	28	0	0	Studded Leather
1670	6leather3	0	0	20	32	28	0	Enchanted Leather
1671	6leather4	0	0	0	25	35	25	Dragon Leather
1672	6leather5	0	0	0	0	28	25	Imperial Leather
1673	6chain1	2	20	25	0	0	0	Chain Mail
1674	6chain2	0	15	20	5	0	0	Steel Chain Mail
1675	6chain3	0	0	10	25	10	0	Noble Chain Mail
1676	6chain4	0	0	0	15	20	5	Royal Chain Mail
1677	chn5icon	0	0	0	0	15	30	Majestic Chain Mail
1678	6plate1	0	2	7	18	12	0	Plate Armor
1679	6plate2	0	0	0	10	20	8	Steel Plate Armor
1680	6plate3	0	0	0	0	22	28	Golden Plate Armor
1681	lshield1	9	12	7	0	0	0	Kite Shield
1682	lshield2	7	12	7	0	0	0	Tower Shield
1683	lshield3	0	0	8	2	0	0	Castle Shield
1684	lshield4	0	0	7	8	8	2	Celestial Shield
1685	lshield5	0	0	0	0	8	16	Olympian Shield
1686	sshield1	18	12	2	0	0	0	Wooden Shield
1687	sshield2	7	12	7	0	0	0	Bronze Shield
1688	sshield3	0	0	8	2	0	0	Steel Shield
1689	sshield4	0	0	7	8	10	7	Spirit Shield
1690	sshield5	0	0	0	0	12	16	Astral Shield
1691	6helm1	10	15	2	0	0	0	Wooden Helm
1692	6helm2	5	10	15	5	0	0	Steel Helm
1693	6helm3	0	0	8	13	8	0	Guardian Helm
1694	6helm4	0	0	5	10	15	5	Defender Helm
1695	6helm5	0	0	0	0	0	5	Angelic Helm
1696	6hat1	3	10	10	5	2	0	Cloth Hat
1697	6hat2	0	0	8	12	7	0	Dandy Hat
1698	6hat3	0	0	5	10	10	5	Wizard Cap
1699	6crown1	0	5	10	5	2	0	Wreath Crown
1700	6crown2	0	0	5	10	5	0	Regal Crown
1701	6crown3	0	0	2	10	15	20	Almighty Crown
1702	belt1a	2	8	3	2	0	0	Leather Belt
1703	belt2a	0	5	10	5	5	0	Mercenary Belt
1704	belt3a	0	0	5	10	5	0	Vanguard Belt
1705	belt4a	0	0	5	7	8	7	Warlord Belt
1706	belt5a	0	0	3	5	10	15	Sovereign Belt
1707	6cape1	5	10	15	10	5	0	Leather Cloak
1708	6cape2	5	10	15	10	5	0	Phantom Cloak
1709	6cape3	0	7	12	31	8	0	Elven Cloak
1710	6cape4	0	0	5	10	15	10	Cardinal Cloak
1711	6cape5	0	0	2	7	12	17	Doom's Day Cloak
1712	gontlet1	5	13	9	7	3	0	Gauntlets
1713	gontlet2	2	8	13	12	7	0	Knight Gauntlets
1714	gontlet3	0	4	8	13	12	0	Paladin Gauntlets
1715	gontlet4	0	1	4	8	13	12	Cavalier Gauntlets
1716	gontlet5	0	0	0	0	0	5	Ultimate Gauntlets
1717	6boots1	12	10	5	2	0	0	Leather Boots
1718	6boots2	0	8	12	10	8	0	Steel Boots
1719	6boots3	0	0	2	8	13	0	Armored Boots
1720	6boots4	0	0	0	5	10	15	Sterling Boots
1721	6boots5	0	0	0	3	13	22	Ultimate Boots
1722	ring1	13	18	13	10	0	0	Fine Ring
1723	ring2	10	12	18	13	0	0	Sparkling Ring
1724	ring9	0	0	13	20	12	0	Lunar Ring
1725	ring4	0	0	12	20	13	0	Witch Ring
1726	ring8	0	0	8	16	20	0	Blessed Ring
1727	ring3	0	0	5	10	20	0	Valuable Ring
1728	ring5	0	0	3	7	13	18	Precious Ring
1729	ring6	0	0	2	5	10	20	Ethereal Ring
1730	ring7	0	0	2	5	10	25	Exquisite Ring
1731	ring10	0	0	0	0	0	15	Scarab Ring
1732	amulet1	0	8	12	8	5	0	Turquoise Amulet
1733	amulet2	0	5	10	7	7	0	Gothic Amulet
1734	amulet3	0	0	5	10	10	0	Claw Amulet
1735	amulet4	0	0	5	7	8	7	Ancient Amulet
1736	amulet5	0	0	2	5	4	25	Ruby Star Amulet
1737	wand1	0	2	2	2	0	0	Wand of Flame
1738	wand1	0	2	2	2	0	0	Wand of Static
1739	wand1	0	2	2	2	0	0	Wand of Cold
1740	wand1	0	2	2	2	0	0	Wand of Stunning
1741	wand1	0	2	2	2	0	0	Wand of Arrows
1742	wand2	0	1	2	2	0	0	Fairy Wand of Fire
1743	wand2	0	1	2	2	0	0	Fairy Wand of Sparks
1744	wand2	0	1	2	2	0	0	Fairy Wand of Poison
1745	wand2	0	1	2	2	0	0	Fairy Wand of Mind
1746	wand2	0	1	2	2	0	0	Fairy Wand of Harm
1747	wand3	0	0	1	2	3	0	Alacorn Wand of Fireballs
1748	wand3	0	0	1	2	3	0	Alacorn Wand of Ice
1749	wand3	0	0	1	2	3	0	Alacorn Wand of Swarms
1750	wand3	0	0	1	2	3	0	Alacorn Wand of Blades
1751	wand3	0	0	1	2	3	0	Alacorn Wand of Charms
1752	wand4	0	0	0	1	2	3	Arcane Wand of Blasting
1753	wand4	0	0	0	1	2	3	Arcane Wand of Lightning
1754	wand4	0	0	0	1	2	3	Arcane Wand of Rocks
1755	wand4	0	0	0	1	2	3	Arcane Wand of Paralyzing
1756	wand4	0	0	0	1	2	3	Arcane Wand of Clouds
1757	wand5	0	0	0	0	2	5	Mystic Wand of Implosion
1758	wand5	0	0	0	0	2	5	Mystic Wand of Distortion
1759	wand5	0	0	0	0	2	5	Mystic Wand of Shrapmetal
1760	wand5	0	0	0	0	2	5	Mystic Wand of Shrinking
1761	wand5	0	0	0	0	2	5	Mystic Wand of Death
1762	herb01	20	0	0	0	0	0	Poppysnaps
1763	herb02	20	0	0	0	0	0	Phirna Root
1764	herb03	20	0	0	0	0	0	Widoweeps Berries
1765	bottle30	0	0	0	0	0	0	Potion Bottle
1766	bottle26	0	0	0	0	0	0	Cure Wounds
1767	bottle23	0	0	0	0	0	0	Magic Potion
1768	bottle28	0	0	0	0	0	0	Energy
1769	bottle25	0	0	0	0	0	0	Protection
1770	bottle24	0	0	0	0	0	0	Resistance
1771	bottle29	0	0	0	0	0	0	Cure Poison
1772	bottle27	0	0	0	0	0	0	Supreme Protection
1773	bottle27	0	0	0	0	0	0	Restoration
1774	bottle27	0	0	0	0	0	0	Extreme Energy
1775	bottle27	0	0	0	0	0	0	Super Resistance
1776	bottle27	0	0	0	0	0	0	Heroism
1777	bottle27	0	0	0	0	0	0	Haste
1778	bottle27	0	0	0	0	0	0	Stone Skin
1779	bottle27	0	0	0	0	0	0	Bless
1780	bottle22	0	0	0	0	0	0	Divine Power
1781	bottle22	0	0	0	0	0	0	Divine Cure
1782	bottle22	0	0	0	0	0	0	Divine Magic
1783	bottle22	0	0	0	0	0	0	Essence of Might
1784	bottle22	0	0	0	0	0	0	Essence of Intellect
1785	bottle22	0	0	0	0	0	0	Essence of Personality
1786	bottle22	0	0	0	0	0	0	Essence of Endurance
1787	bottle22	0	0	0	0	0	0	Essence of Accuracy
1788	bottle22	0	0	0	0	0	0	Essence of Speed
1789	bottle22	0	0	0	0	0	0	Essence of Luck
1790	bottle22	0	0	0	0	0	0	Rejuvenation
1791	bottle30	0	0	0	0	0	0	Potion Bottle
1792	bottle30	0	0	0	0	0	0	Potion Bottle
1793	bottle30	0	0	0	0	0	0	Potion Bottle
1794	bottle30	0	0	0	0	0	0	Potion Bottle
1795	bottle30	0	0	0	0	0	0	Potion Bottle
1796	bottle30	0	0	0	0	0	0	Potion Bottle
1797	bottle30	0	0	0	0	0	0	Potion Bottle
1798	bottle30	0	0	0	0	0	0	Potion Bottle
1799	6coinsm	0	0	0	0	0	0	Gold
1800	6coinmid	0	0	0	0	0	0	Gold
1801	6coinlg	0	0	0	0	0	0	Gold
1802	scroll1	2	2	0	0	0	0	Torch Light
1803	scroll1	2	2	0	0	0	0	Flame Arrow
1804	scroll2	2	2	0	0	0	0	Protection from Fire
1805	scroll2	0	2	2	0	0	0	Fire Bolt
1806	scroll3	0	2	2	0	0	0	Haste
1807	scroll3	0	2	2	0	0	0	Fireball
1808	scroll3	0	0	2	1	0	0	Ring of Fire
1809	scroll4	0	0	2	1	0	0	Fire Blast
1810	scroll4	0	0	0	1	0	0	Meteor Shower
1811	scroll4	0	0	0	1	0	0	Inferno
1812	scroll4	0	0	0	1	0	0	Incinerate
1813	scroll1	2	2	0	0	0	0	Wizard Eye
1814	scroll1	2	2	0	0	0	0	Static Charge
1815	scroll2	2	2	0	0	0	0	Protection from Elec
1816	scroll2	0	2	2	0	0	0	Sparks
1817	scroll3	0	2	2	0	0	0	Feather Fall
1818	scroll3	0	2	2	0	0	0	Shield
1819	scroll3	0	0	2	1	0	0	Lightning Bolt
1820	scroll4	0	0	2	1	0	0	Jump
1821	scroll4	0	0	0	1	0	0	Implosion
1822	scroll4	0	0	0	1	0	0	Fly
1823	scroll4	0	0	0	1	0	0	Starburst
1824	scroll1	2	2	0	0	0	0	Awaken
1825	scroll1	2	2	0	0	0	0	Cold Beam
1826	scroll2	2	2	0	0	0	0	Protection from Cold
1827	scroll2	0	2	2	0	0	0	Poison Spray
1828	scroll3	0	2	2	0	0	0	Water Walk
1829	scroll3	0	2	2	0	0	0	Ice Bolt
1830	scroll3	0	0	2	1	0	0	Enchant Item
1831	scroll4	0	0	2	1	0	0	Acid Burst
1832	scroll4	0	0	0	1	0	0	Town Portal
1833	scroll4	0	0	0	1	0	0	Ice Blast
1834	scroll4	0	0	0	1	0	0	Lloyd's Beacon
1835	scroll1	2	2	0	0	0	0	Stun
1836	scroll1	2	2	0	0	0	0	Magic Arrow
1837	scroll2	2	2	0	0	0	0	Protection from Magic
1838	scroll2	0	2	2	0	0	0	Deadly Swarm
1839	scroll3	0	2	2	0	0	0	Stone Skin
1840	scroll3	0	2	2	0	0	0	Blades
1841	scroll3	0	0	2	1	0	0	Stone to Flesh
1842	scroll4	0	0	2	1	0	0	Rock Blast
1843	scroll4	0	0	0	1	0	0	Turn to Stone
1844	scroll4	0	0	0	1	0	0	Death Blossom
1845	scroll4	0	0	0	1	0	0	Mass Distortion
1846	scroll1	2	2	0	0	0	0	Spirit Arrow
1847	scroll1	2	2	0	0	0	0	Bless
1848	scroll2	2	2	0	0	0	0	Healing Touch
1849	scroll2	0	2	2	0	0	0	Lucky Day
1850	scroll3	0	2	2	0	0	0	Remove Curse
1851	scroll3	0	2	2	0	0	0	Guardian Angel
1852	scroll3	0	0	2	1	0	0	Heroism
1853	scroll4	0	0	2	1	0	0	Turn Undead
1854	scroll4	0	0	0	1	0	0	Raise Dead
1855	scroll4	0	0	0	1	0	0	Shared Life
1856	scroll4	0	0	0	1	0	0	Resurrection
1857	scroll1	2	2	0	0	0	0	Meditation
1858	scroll1	2	2	0	0	0	0	Remove Fear
1859	scroll2	2	2	0	0	0	0	Mind Blast
1860	scroll2	0	2	2	0	0	0	Precision
1861	scroll3	0	2	2	0	0	0	Cure Paralysis
1862	scroll3	0	2	2	0	0	0	Charm
1863	scroll3	0	0	2	1	0	0	Mass Fear
1864	scroll4	0	0	2	1	0	0	Feeblemind
1865	scroll4	0	0	0	1	0	0	Cure Insanity
1866	scroll4	0	0	0	1	0	0	Psychic Shock
1867	scroll4	0	0	0	1	0	0	Telekinesis
1868	scroll1	2	2	0	0	0	0	Cure Weakness
1869	scroll1	2	2	0	0	0	0	First Aid
1870	scroll2	2	2	0	0	0	0	Protection from Poison
1871	scroll2	0	2	2	0	0	0	Harm
1872	scroll3	0	2	2	0	0	0	Cure Wounds
1873	scroll3	0	2	2	0	0	0	Cure Poison
1874	scroll3	0	0	2	1	0	0	Speed
1875	scroll4	0	0	2	1	0	0	Cure Disease
1876	scroll4	0	0	0	1	0	0	Power
1877	scroll4	0	0	0	1	0	0	Flying Fist
1878	scroll4	0	0	0	1	0	0	Power Cure
1879	scroll1	0	0	1	1	0	0	Create Food
1880	scroll1	0	0	1	1	0	0	Golden Touch
1881	scroll2	0	0	1	1	0	0	Dispel Magic
1882	scroll2	0	0	1	1	0	0	Slow
1883	scroll3	0	0	1	1	0	0	Destroy Undead
1884	scroll3	0	0	1	1	0	0	Day of the Gods
1885	scroll3	0	0	0	1	0	0	Prismatic Light
1886	scroll4	0	0	0	1	0	0	Hour of Power
1887	scroll4	0	0	0	1	0	0	Paralyze
1888	scroll4	0	0	0	1	0	0	Sun Ray
1889	scroll4	0	0	0	1	0	0	Divine Intervention
1890	scroll1	0	0	1	1	0	0	Reanimate
1891	scroll1	0	0	1	1	0	0	Toxic Cloud
1892	scroll2	0	0	1	1	0	0	Mass Curse
1893	scroll2	0	0	1	1	0	0	Shrapmetal
1894	scroll3	0	0	1	1	0	0	Shrinking Ray
1895	scroll3	0	0	1	1	0	0	Day of Protection
1896	scroll3	0	0	0	1	0	0	Finger of Death
1897	scroll4	0	0	0	1	0	0	Moon Ray
1898	scroll4	0	0	0	1	0	0	Dragon Breath
1899	scroll4	0	0	0	1	0	0	Armageddon
1900	scroll4	0	0	0	0	0	0	Dark Containment
1901	Placeholder	0	0	0	0	0	0	
1902	book1	0	2	0	0	0	0	Torch Light
1903	book1	0	2	0	0	0	0	Flame Arrow
1904	6book2	0	0	2	0	0	0	Protection from Fire
1905	6book2	0	0	2	0	0	0	Protection from Fire
1906	6book2	0	0	2	0	0	0	Fire Bolt
1907	6book2	0	0	2	0	0	0	Fire Bolt
1908	book3	0	0	0	1	0	0	Haste
1909	book3	0	0	0	1	0	0	Fireball
1910	book4	0	0	0	0	1	0	Ring of Fire
1911	book4	0	0	0	0	1	0	Fire Blast
1912	book5	0	0	0	0	0	1	Meteor Shower
1913	book5	0	0	0	0	0	1	Inferno
1914	book5	0	0	0	0	0	1	Incinerate
1915	book1	0	2	0	0	0	0	Wizard Eye
1916	book1	0	2	0	0	0	0	Static Charge
1917	6book2	0	0	2	0	0	0	Protection from Elec
1918	6book2	0	0	2	0	0	0	Protection from Elec
1919	6book2	0	0	2	0	0	0	Sparks
1920	6book2	0	0	2	0	0	0	Sparks
1921	book3	0	0	0	1	0	0	Feather Fall
1922	book3	0	0	0	1	0	0	Shield
1923	book4	0	0	0	0	1	0	Lightning Bolt
1924	book4	0	0	0	0	1	0	Jump
1925	book5	0	0	0	0	0	1	Implosion
1926	book5	0	0	0	0	0	1	Fly
1927	book5	0	0	0	0	0	1	Starburst
1928	book1	0	2	0	0	0	0	Awaken
1929	book1	0	2	0	0	0	0	Cold Beam
1930	6book2	0	0	2	0	0	0	Protection from Cold
1931	6book2	0	0	2	0	0	0	Protection from Cold
1932	6book2	0	0	2	0	0	0	Poison Spray
1933	6book2	0	0	2	0	0	0	Poison Spray
1934	book3	0	0	0	1	0	0	Water Walk
1935	book3	0	0	0	1	0	0	Ice Bolt
1936	book4	0	0	0	0	1	0	Enchant Item
1937	book4	0	0	0	0	1	0	Acid Burst
1938	book5	0	0	0	0	0	1	Town Portal
1939	book5	0	0	0	0	0	1	Ice Blast
1940	book5	0	0	0	0	0	1	Lloyd's Beacon
1941	book1	0	2	0	0	0	0	Stun
1942	book1	0	2	0	0	0	0	Magic Arrow
1943	6book2	0	0	2	0	0	0	Protection from Magic
1944	6book2	0	0	2	0	0	0	Protection from Magic
1945	6book2	0	0	2	0	0	0	Deadly Swarm
1946	6book2	0	0	2	0	0	0	Deadly Swarm
1947	book3	0	0	0	1	0	0	Stone Skin
1948	book3	0	0	0	1	0	0	Blades
1949	book4	0	0	0	0	1	0	Stone to Flesh
1950	book4	0	0	0	0	1	0	Rock Blast
1951	book5	0	0	0	0	0	1	Turn to Stone
1952	book5	0	0	0	0	0	1	Death Blossom
1953	book5	0	0	0	0	0	1	Mass Distortion
1954	book1	0	2	0	0	0	0	Spirit Arrow
1955	book1	0	2	0	0	0	0	Bless
1956	6book2	0	0	2	0	0	0	Healing Touch
1957	6book2	0	0	2	0	0	0	Healing Touch
1958	6book2	0	0	2	0	0	0	Lucky Day
1959	6book2	0	0	2	0	0	0	Lucky Day
1960	book3	0	0	0	1	0	0	Remove Curse
1961	book3	0	0	0	1	0	0	Guardian Angel
1962	book4	0	0	0	0	1	0	Heroism
1963	book4	0	0	0	0	1	0	Turn Undead
1964	book5	0	0	0	0	0	1	Raise Dead
1965	book5	0	0	0	0	0	1	Shared Life
1966	book5	0	0	0	0	0	1	Resurrection
1967	book1	0	2	0	0	0	0	Meditation
1968	book1	0	2	0	0	0	0	Remove Fear
1969	6book2	0	0	2	0	0	0	Mind Blast
1970	6book2	0	0	2	0	0	0	Mind Blast
1971	6book2	0	0	2	0	0	0	Precision
1972	6book2	0	0	2	0	0	0	Precision
1973	book3	0	0	0	1	0	0	Cure Paralysis
1974	book3	0	0	0	1	0	0	Charm
1975	book4	0	0	0	0	1	0	Mass Fear
1976	book4	0	0	0	0	1	0	Feeblemind
1977	book5	0	0	0	0	0	1	Cure Insanity
1978	book5	0	0	0	0	0	1	Psychic Shock
1979	book5	0	0	0	0	0	1	Telekinesis
1980	book1	0	2	0	0	0	0	Cure Weakness
1981	book1	0	2	0	0	0	0	First Aid
1982	6book2	0	0	2	0	0	0	Protection from Poison
1983	6book2	0	0	2	0	0	0	Protection from Poison
1984	6book2	0	0	2	0	0	0	Harm
1985	6book2	0	0	2	0	0	0	Harm
1986	book3	0	0	0	1	0	0	Cure Wounds
1987	book3	0	0	0	1	0	0	Cure Poison
1988	book4	0	0	0	0	1	0	Speed
1989	book4	0	0	0	0	1	0	Cure Disease
1990	book5	0	0	0	0	0	1	Power
1991	book5	0	0	0	0	0	1	Flying Fist
1992	book5	0	0	0	0	0	1	Power Cure
1993	book1	0	0	0	1	0	0	Create Food
1994	book1	0	0	0	1	0	0	Golden Touch
1995	6book2	0	0	0	0	1	0	Dispel Magic
1996	6book2	0	0	0	0	1	0	Dispel Magic
1997	6book2	0	0	0	0	1	0	Slow
1998	6book2	0	0	0	0	1	0	Slow
1999	book3	0	0	0	0	1	0	Destroy Undead
2000	book3	0	0	0	0	1	0	Day of the Gods
2001	book4	0	0	0	0	0	1	Prismatic Light
2002	book4	0	0	0	0	0	1	Hour of Power
2003	book5	0	0	0	0	0	1	Paralyze
2004	book5	0	0	0	0	0	1	Sun Ray
2005	book5	0	0	0	0	0	1	Divine Intervention
2006	book1	0	0	0	1	0	0	Reanimate
2007	book1	0	0	0	1	0	0	Toxic Cloud
2008	6book2	0	0	0	0	1	0	Mass Curse
2009	6book2	0	0	0	0	1	0	Mass Curse
2010	6book2	0	0	0	0	1	0	Shrapmetal
2011	6book2	0	0	0	0	1	0	Shrapmetal
2012	book3	0	0	0	0	1	0	Shrinking Ray
2013	book3	0	0	0	0	1	0	Day of Protection
2014	book4	0	0	0	0	0	1	Finger of Death
2015	book4	0	0	0	0	0	1	Moon Ray
2016	book5	0	0	0	0	0	1	Dragon Breath
2017	book5	0	0	0	0	0	1	Armageddon
2018	book5	0	0	0	0	0	0	Dark Containment
2019	Placeholder	0	0	0	0	0	0	
2020	ldagger3	0	0	0	0	0	1	Mordred
2021	hammer3	0	0	0	0	0	1	Thor
2022	2haxe3	0	0	0	0	0	1	Conan
2023	brsword3	0	0	0	0	0	1	Excalibur
2024	staff3	0	0	0	0	0	1	Merlin
2025	bow5	0	0	0	0	0	1	Percival
2026	chn5icon	0	0	0	0	0	1	Galahad
2027	6plate3	0	0	0	0	0	1	Pellinore
2028	sshield5	0	0	0	0	0	1	Valeria
2029	6crown3	0	0	0	0	0	1	Arthur
2030	6cape5	0	0	0	0	0	1	Pendragon
2031	6boots5	0	0	0	0	0	1	Lucius
2032	ring9	0	0	0	0	0	1	Guinevere
2033	ring10	0	0	0	0	0	1	Igraine
2034	amulet5	0	0	0	0	0	1	Morgan
2035	lsword5	0	0	0	0	0	1	Hades
2036	mace5	0	0	0	0	0	1	Ares
2037	trident3	0	0	0	0	0	1	Poseidon
2038	axe5	0	0	0	0	0	1	Cronos
2039	2hsword3	0	0	0	0	0	1	Hercules
2040	bow5	0	0	0	0	0	1	Artemis
2041	chn5alt	0	0	0	0	0	1	Apollo
2042	6plate5	0	0	0	0	0	1	Zeus
2043	lshield5	0	0	0	0	0	1	Aegis
2044	6crown3	0	0	0	0	0	1	Odin
2045	6cape5	0	0	0	0	0	1	Atlas
2046	6boots5	0	0	0	0	0	1	Hermes
2047	ring9	0	0	0	0	0	1	Aphrodite
2048	ring10	0	0	0	0	0	1	Athena
2049	amulet5	0	0	0	0	0	1	Hera
2050	pouch1	0	0	0	0	0	0	Leather Pouch
2051	pouch2	0	0	0	0	0	0	Leather Pouch
2052	pouch3	0	0	0	0	0	0	Leather Pouch
2053	6hglass	0	0	0	0	0	0	Hourglass of Time
2054	chalice	0	0	0	0	0	0	Sacred Chalice
2055	horn	0	0	0	0	0	0	Horn of Ros
2056	gem1	0	0	0	2	7	3	Diamond
2057	gem2	5	10	4	0	0	0	Moonstone
2058	gem3	3	8	5	0	0	0	Topaz
2059	gem4	0	0	5	10	3	0	Ruby
2060	gem5	0	5	6	0	0	0	Amethyst
2061	gem6	0	5	8	0	0	0	Emerald
2062	gem7	0	5	10	4	0	0	Purple Topaz
2063	gem8	0	2	7	8	0	0	Sunstone
2064	gem9	0	0	4	10	5	0	Emerald
2065	gem10	0	0	0	5	10	5	Sapphire
2066	crysball	0	0	0	0	0	0	The Third Eye
2067	tarot	0	0	0	1	2	0	Deck of Fate
2068	ankh	0	0	0	0	0	0	Ankh
2069	cndlabra	0	0	0	0	0	0	Candelabra
2070	statuet1	0	0	0	0	0	0	Tiger Statuette
2071	statuet2	0	0	0	0	0	0	Bear Statuette
2072	statuet3	0	0	0	0	0	0	Wolf Statuette
2073	statuet4	0	0	0	0	0	0	Eagle Statuette
2074	statuet5	0	0	0	0	0	0	Dragon Statuette
2075	claw	0	0	0	0	0	0	Dragon Claw
2076	cube	0	0	0	0	0	0	Control Cube
2077	shard	0	0	0	0	0	0	Crystal of Terrax
2078	blkperl	0	0	0	0	0	0	Pearl of Putrescence
2079	wytprl	0	0	0	0	0	0	Pearl of Purity
2080	rose	0	0	0	0	0	0	Rose
2081	bell	0	0	0	0	0	0	Tanir's Bell
2082	gong	0	0	0	0	0	0	Temple Gong
2083	horsshu	0	0	0	0	0	0	Magic Horseshoe
2084	skull	0	0	0	0	0	0	Ethric's Skull
2085	6thybone	0	0	0	0	0	0	Bone
2086	crysskull	0	0	0	0	0	0	Crystal Skull
2087	shovel	0	0	0	0	0	0	Shovel
2088	lockpick	0	0	0	0	0	0	Lock Pick
2089	rope	0	0	0	0	0	0	Rope
2090	stone	0	0	0	0	0	0	Lodestone
2091	quill	0	0	0	0	0	0	Harpy Feather
2092	pyramid	0	0	0	0	0	0	Golden Pyramid
2093	keg	0	0	0	0	0	0	Keg of Wine
2094	egg	0	0	0	0	0	0	Cobra Egg
2095	chime	0	0	0	0	0	0	Chime of Harmony
2096	tooth	0	0	0	0	0	0	Tooth
2097	clover	0	0	0	0	0	0	Four Leaf Clover
2098	flute	0	0	0	0	0	0	Flute
2099	harp	0	0	0	0	0	0	Harp
2100	jewelegg	0	0	0	0	0	0	Jeweled Egg
2101	heart	0	0	0	0	0	0	Spider Queen's Heart
2102	amber	0	0	0	0	0	0	Amber
2103	aladnlmp	0	0	0	0	0	0	Magic Lamp
2104	apple	0	0	0	0	0	0	Apple
2105	6nwcape	0	0	0	0	0	0	Cloak of Baa
2106	keyring	0	0	0	0	0	0	Dragon Tower Keys
2107	keys1	0	0	0	0	0	0	Key to Gharik's Laboratory
2108	keys2	0	0	0	0	0	0	Key to Snergle's Chambers
2109	keys3	0	0	0	0	0	0	Key to Goblinwatch
2110	keys4	0	0	0	0	0	0	Key
2111	keys5	0	0	0	0	0	0	Key
2112	keys6	0	0	0	0	0	0	High Sorcerer's Key
2113	map	0	0	0	0	0	0	Map
2114	map	0	0	0	0	0	0	Map
